ticker,future_date,predicted_return,model_order,model_aic,prediction_type,exogenous_mode,ci_lower,ci_upper,forecast_valid
ABT,2025-10-10,0.003230884027984787,"(4, 0, 6)",-744.2044503982688,future_forecast,individual,-0.014964383255115715,0.02142615131108529,True
ABT,2025-10-17,0.0008272478960688241,"(4, 0, 6)",-744.2044503982688,future_forecast,individual,-0.017409206507192215,0.01906370229932986,True
ACGL,2025-09-26,0.006998996984377015,"(1, 0, 2)",-665.6398260329012,future_forecast,individual,-0.019077037990862168,0.0330750319596162,True
ACGL,2025-10-03,-0.0020079248013044025,"(1, 0, 2)",-665.6398260329012,future_forecast,individual,-0.02852007758724765,0.024504227984638846,True
ACGL,2025-10-10,0.0047926828479556635,"(1, 0, 2)",-665.6398260329012,future_forecast,individual,-0.021744137467122886,0.03132950316303421,True
ACGL,2025-10-17,0.0049519809379016235,"(1, 0, 2)",-665.6398260329012,future_forecast,individual,-0.021585043519686545,0.031489005395489794,True
ACN,2025-09-26,-0.009823443615849605,"(1, 0, 1)",-688.5911253571916,future_forecast,individual,-0.03375694044463935,0.014110053212940146,True
ACN,2025-10-03,0.012323284556127754,"(1, 0, 1)",-688.5911253571916,future_forecast,individual,-0.011685508671944738,0.036332077784200244,True
ACN,2025-10-10,0.011635060407317705,"(1, 0, 1)",-688.5911253571916,future_forecast,individual,-0.012396580332074492,0.0356667011467099,True
ACN,2025-10-17,-0.008724727735607118,"(1, 0, 1)",-688.5911253571916,future_forecast,individual,-0.032763311080944685,0.015313855609730448,True
ADBE,2025-09-26,-0.005356110110642259,"(1, 0, 0)",-601.724798666833,future_forecast,individual,-0.039806943000883444,0.029094722779598927,True
ADBE,2025-10-03,-0.003183293868835657,"(1, 0, 0)",-601.724798666833,future_forecast,individual,-0.038096317850520554,0.031729730112849235,True
ADBE,2025-10-10,0.006338784653472857,"(1, 0, 0)",-601.724798666833,future_forecast,individual,-0.02858663915382313,0.04126420846076884,True
ADBE,2025-10-17,-4.3514577434060904e-05,"(1, 0, 0)",-601.724798666833,future_forecast,individual,-0.034969273266683934,0.03488224411181581,True
ADI,2025-09-26,0.005413429420630739,"(4, 0, 0)",-643.6716231978014,future_forecast,individual,-0.022850927443592257,0.03367778628485374,True
ADI,2025-10-03,0.00765839217188088,"(4, 0, 0)",-643.6716231978014,future_forecast,individual,-0.02072940744353383,0.03604619178729559,True
ADI,2025-10-10,0.0005961340996216559,"(4, 0, 0)",-643.6716231978014,future_forecast,individual,-0.027810083925105977,0.02900235212434929,True
ADI,2025-10-17,0.01449325848391514,"(4, 0, 0)",-643.6716231978014,future_forecast,individual,-0.014315378890130027,0.04330189585796031,True
ADM,2025-09-26,-0.0014086747500885884,"(6, 0, 4)",-694.285083087055,future_forecast,individual,-0.023298673555067505,0.02048132405489033,True
ADM,2025-10-03,0.004980591267348424,"(6, 0, 4)",-694.285083087055,future_forecast,individual,-0.017116029926292645,0.027077212460989493,True
ADM,2025-10-10,0.007519048427520949,"(6, 0, 4)",-694.285083087055,future_forecast,individual,-0.014578779293696737,0.029616876148738636,True
ADM,2025-10-17,0.0007588782715697408,"(6, 0, 4)",-694.285083087055,future_forecast,individual,-0.021343148268735214,0.022860904811874694,True
ADP,2025-09-26,0.003876896012745349,"(0, 0, 3)",-709.3338596000125,future_forecast,individual,-0.017921019656471877,0.025674811681962572,False
ADP,2025-10-03,0.0012498241795166599,"(0, 0, 3)",-709.3338596000125,future_forecast,individual,-0.02080855446680943,0.02330820282584275,False
ADP,2025-10-10,0.006107100569178892,"(0, 0, 3)",-709.3338596000125,future_forecast,individual,-0.01608463152103292,0.028298832659390705,False
ADP,2025-10-17,0.007358523377944331,"(0, 0, 3)",-709.3338596000125,future_forecast,individual,-0.014937595393561192,0.029654642149449854,False
AEP,2025-09-26,-0.005070327009475329,"(0, 0, 2)",-744.0854993569845,future_forecast,individual,-0.024119889403464087,0.013979235384513428,True
